class_id,subclass_id,class,subclass,level,name,description,grants_spell_id,attack_bonus_ability,attack_bonus_formula,save_dc_ability,save_dc_formula
druid,circle_of_the_land,Druid,Circle of the Land,14,Nature’s Sanctuary,"Magic Action; expend 1 use of Wild Shape; create spectral trees and vines in a 15 ft Cube on the ground within 120 ft. Duration: 1 minute; ends early if you become Incapacitated or die. You and your allies have Half Cover while in the Cube, and your allies also gain your current Nature’s Ward Resistance while there. Bonus Action: move the Cube up to 60 ft to other ground within 120 ft.",,,,,
druid,circle_of_the_land,Druid,Circle of the Land,3,Circle of the Land Spells,"Each day, you manifest the wild plurality of the Lands you belong to (Arid, Polar, Temperate, and Tropical). You then have the Circle Spells for your land type prepared for your Druid level and lower. (These spells count as Druid spells for you and don’t count against your prepared spells.)",burning_hands|fog_cloud|misty_step|web,,,,
druid,circle_of_the_land,Druid,Circle of the Land,3,Land’s Aid,"Magic Action; expend 1 use of Wild Shape; choose a point within 60 ft. In a 10 ft-radius Sphere centered there, each creature of your choice makes a Constitution saving throw against your spell save DC; on a fail it takes 2d6 Necrotic damage, on a success it takes half damage (rounded down). Also, one creature of your choice in the Sphere regains 2d6 HP. Scaling: damage and healing become 3d6 at Druid 10 and 4d6 at Druid 14.",,,,,
druid,circle_of_the_land,Druid,Circle of the Land,6,Natural Recovery,"Once per Long Rest, you can cast one prepared Circle of the Land spell (level 1+) from your Circle of the Land Spells feature without expending a spell slot. Also, when you finish a Short Rest, you can recover expended spell slots with a combined level up to half your Druid level (rounded up); none of the recovered slots can be 6th level or higher. Once you recover slots this way, you can’t do so again until you finish a Long Rest.",,,,,
druid,circle_of_the_moon,Druid,Circle of the Moon,10,Moonlight Step,Bonus Action; teleport up to 30 ft to an unoccupied space you can see; you have Advantage on the next attack roll you make before the end of the turn.,,,,,
druid,circle_of_the_moon,Druid,Circle of the Moon,14,Lunar Form,"Passive; once per turn when you hit a creature with a Wild Shape attack, you deal an extra 2d10 Radiant damage. Also, when you use Moonlight Step, you can bring one willing creature within 5 ft of you to an unoccupied space within 5 ft of your destination.",,,,,
druid,circle_of_the_moon,Druid,Circle of the Moon,3,Circle Forms,"When you assume a Wild Shape form, you can enhance it with lunar magic: Challenge Rating—maximum CR equals your Druid level ÷ 3 (round down); Armor Class—your AC becomes 13 + your Wisdom modifier if that is higher than the form’s AC; Temporary Hit Points—when you use Wild Shape, your temporary HP from Wild Shape becomes 3 × your Druid level (instead of your Druid level).",,,,,
druid,circle_of_the_moon,Druid,Circle of the Moon,3,Circle of the Moon Spells,"You always have these spells prepared when you reach the listed Druid levels: 3—Cure Wounds, Moonbeam, Starry Wisp; 5—Conjure Animals; 7—Fount of Moonlight; 9—Mass Cure Wounds. You can cast these spells while you are in Wild Shape.",cure_wounds|moonbeam|starry_wisp|conjure_animals|fount_of_moonlight|mass_cure_wounds,,,,
druid,circle_of_the_moon,Druid,Circle of the Moon,6,Improved Circle Forms,"While in Wild Shape: Lunar Radiance—each time you hit with a Wild Shape attack, it can deal its normal damage type or Radiant damage (your choice per hit). Increased Toughness—you add your Wisdom modifier to Constitution saving throws.",,,,,
druid,circle_of_the_sea,Druid,Circle of the Sea,10,Stormborn,"Passive while Wrath of the Sea is active: you gain a Fly Speed equal to your Speed, and you have Resistance to Cold, Lightning, and Thunder damage.",,,,,
druid,circle_of_the_sea,Druid,Circle of the Sea,14,Oceanic Gift,"When you use Wrath of the Sea, you can manifest the aura around one willing creature within 60 ft instead of around yourself; that creature uses your spell save DC and Wisdom modifier for the aura. Also, if you expend 2 Wild Shape uses when manifesting the aura, you can manifest it around both yourself and that willing creature at the same time.",,,,,
druid,circle_of_the_sea,Druid,Circle of the Sea,3,Circle of the Sea Spells,"You always have these spells prepared when you reach the listed Druid levels: 3—Fog Cloud, Gust of Wind, Ray of Frost, Shatter, Thunderwave; 5—Lightning Bolt, Water Breathing; 7—Control Water, Ice Storm; 9—Conjure Elemental, Hold Monster.",fog_cloud|gust_of_wind|ray_of_frost|shatter|thunderwave|lightning_bolt|water_breathing|control_water|ice_storm|conjure_elemental|hold_monster,,,,
druid,circle_of_the_sea,Druid,Circle of the Sea,3,Wrath of the Sea,"Bonus Action; expend 1 use of Wild Shape; manifest an ocean-spray aura for 10 minutes (ends early if you’re Incapacitated, you dismiss it, or you manifest it again). At the end of each of your turns, choose one creature you can see within 10 ft; it makes a Constitution saving throw against your spell save DC or takes Thunder damage equal to a number of d6s equal to your Wisdom modifier (minimum 1d6) and, if Large or smaller, is pushed up to 15 ft away from you.",,,,,
druid,circle_of_the_sea,Druid,Circle of the Sea,6,Aquatic Affinity,"Passive; the reach of Wrath of the Sea becomes 10 ft. Also, you gain a Swim Speed equal to your Speed.",,,,,
druid,circle_of_the_stars,Druid,Circle of the Stars,10,Twinkling Constellations,"Starry Form improves: Archer and Chalice’s 1d8 becomes 2d8. While Dragon is active, you gain a Fly Speed of 20 ft and can hover. Also, at the start of each of your turns while in Starry Form, you can switch which constellation is active.",,,,,
druid,circle_of_the_stars,Druid,Circle of the Stars,14,Full of Stars,"While in Starry Form, you become partially incorporeal and gain Resistance to Bludgeoning, Piercing, and Slashing damage.",,,,,
druid,circle_of_the_stars,Druid,Circle of the Stars,3,Circle of the Stars Spells,"You always have these spells prepared when you reach the listed Druid levels: 3—Cure Wounds, Moonbeam, Starry Wisp; 5—Conjure Animals; 7—Fount of Moonlight; 9—Mass Cure Wounds. You can cast these spells while you are in Wild Shape.",guidance|guiding_bolt,,,,
druid,circle_of_the_stars,Druid,Circle of the Stars,3,Star Map,"You create a star chart (Tiny object) that you can use as a spellcasting focus for your Druid spells. While holding it, you have Guidance and Guiding Bolt prepared. You can cast Guiding Bolt without expending a spell slot a number of times equal to your Wisdom modifier (minimum 1), regaining all expended free casts on a Long Rest. If you lose the map, you can recreate it with a 1-hour ceremony during a Short or Long Rest; this destroys the previous map.",,spellcasting,pb_plus_ability_mod,,
druid,circle_of_the_stars,Druid,Circle of the Stars,3,Starry Form,"Bonus Action; expend 1 use of Wild Shape to assume a luminous starry form for 10 minutes (ends early if you dismiss it, you’re Incapacitated, or you use it again). It sheds bright light 10 ft and dim light 10 ft beyond. Choose a constellation when you assume the form: Archer—when you activate the form and as a Bonus Action on later turns, make a ranged spell attack vs a creature within 60 ft; on hit, deal Radiant damage = 1d8 + your Wisdom modifier. Chalice—when you cast a spell using a spell slot that restores HP to a creature, you or another creature within 30 ft regains HP = 1d8 + your Wisdom modifier. Dragon—when you make an Intelligence or Wisdom check, or a Constitution saving throw to maintain Concentration, treat a d20 roll of 9 or lower as a 10.",,spellcasting,pb_plus_ability_mod,,
druid,circle_of_the_stars,Druid,Circle of the Stars,6,Cosmic Omen,"After each Long Rest, roll a die to determine an omen until your next Long Rest: Weal (even)—Reaction when a creature you can see within 30 ft is about to make a d20 Test; roll 1d6 and add it to the total. Woe (odd)—same trigger, but subtract 1d6 from the total. Uses: a number of times equal to your Wisdom modifier (minimum 1); regain all uses on a Long Rest.",,,,,
druid,core,Druid,Core,1,Druidic,"You know Druidic. Also, you always have Speak with Animals prepared (it doesn’t count against your prepared spells).",,,,,
druid,core,Druid,Core,1,Primal Order,"Choose one: (1) Warden—gain proficiency with Martial weapons and training with Medium armor; or (2) Magician—learn 1 extra Druid cantrip, and add your Wisdom modifier (minimum +1) to Intelligence (Arcana) and Intelligence (Nature) checks.",,,,,
druid,core,Druid,Core,1,Ritual Casting,You can cast any prepared Druid spell as a ritual if it has the Ritual tag (casting time increases by 10 minutes; no spell slot expended).,,,,,
druid,core,Druid,Core,1,Spellcasting Focus,You can use a Druidic Focus as a spellcasting focus for your Druid spells (replaces material components with no gold cost and not consumed).,,,,,
druid,core,Druid,Core,1,Spellcasting,"You prepare Druid spells and cast them using spell slots. Spellcasting ability: Wisdom (spell save DC and spell attack bonus). Cantrips: you know 2 Druid cantrips at Druid 1; whenever you gain a Druid level, you may replace one known Druid cantrip with another. Prepared Spells (level 1+): you prepare a fixed number of Druid spells by Druid level (per class table); whenever you gain a Druid level, you can change which Druid spells you have prepared.",,spellcasting,pb_plus_ability_mod,spellcasting,8_plus_pb_plus_ability_mod
druid,core,Druid,Core,12,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
druid,core,Druid,Core,15,Improved Elemental Fury,"Passive; improves your Elemental Fury choice: Primal Strike becomes +2d8 extra elemental damage; Potent Spellcasting—when you deal damage with a Druid cantrip, you can grant Temporary HP equal to 2 × your Wisdom modifier to you or one creature within 60 ft (no action).",,,,,
druid,core,Druid,Core,16,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
druid,core,Druid,Core,18,Beast Spells,"Passive; while in Wild Shape, you can cast spells, and you can provide material components that have no listed cost and aren’t consumed by the spell.",,,,,
druid,core,Druid,Core,19,Epic Boon,Passive; you gain an Epic Boon feat (or another feat you qualify for).,,,,,
druid,core,Druid,Core,2,Wild Companion,Action; expend 1 use of Wild Shape to cast Find Familiar with no material components. The familiar is Fey (not Beast) and disappears after a number of hours equal to half your Druid level (rounded down).,,,,,
druid,core,Druid,Core,2,Wild Shape,Bonus Action; expend 1 use of Wild Shape to assume a Beast form you know (you keep your game statistics; you can’t cast spells). You retain your current HP and gain Temporary HP equal to your Druid level when you transform. You can speak in Beast form. Uses: 2 per Long Rest at Druid 2; 3 per Long Rest at Druid 6; 4 per Long Rest at Druid 17. Regain 1 expended use when you finish a Short Rest; regain all on a Long Rest. Known Forms: you know 4 Beast forms at Druid 2; you learn 2 more at Druid 4 (6 total) and 2 more at Druid 6 (8 total); when you finish a Long Rest you can replace one known form with another eligible Beast form.,,,,,
druid,core,Druid,Core,20,Archdruid,"Passive; Evergreen Wild Shape—when you roll Initiative, if you have no Wild Shape uses remaining, you regain 1 use. Nature Magician—when you expend a Wild Shape use, you can instead choose to restore expended spell slots; each Wild Shape use restores spell slots with a combined level of 2 (for example, one 2nd-level slot, or two 1st-level slots), up to the normal limits of your spell slots.",,,,,
druid,core,Druid,Core,3,Druid Subclass,"Passive; you choose a Druid Circle. You gain that circle’s features at Druid levels 3, 6, 10, and 14.",,,,,
druid,core,Druid,Core,4,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
druid,core,Druid,Core,5,Wild Resurgence,"Resource swap; once per Long Rest, you can expend 1 use of Wild Shape to regain one expended 1st-level spell slot. Also, you can expend a spell slot to regain 1 expended use of Wild Shape (no action required).",,,,,
druid,core,Druid,Core,7,Elemental Fury,"Passive; choose one option (you keep it unless you change it when you gain a Druid level): (1) Primal Strike—once on each of your turns when you hit with a weapon attack roll or a Beast-form attack roll, deal +1d8 extra Cold, Fire, Lightning, or Thunder damage (choose when you gain the feature); or (2) Potent Spellcasting—add your Wisdom modifier to the damage you deal with any Druid cantrip.",,,,,
druid,core,Druid,Core,8,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
fighter,battle_master,Fighter,Battle Master,10,Improved Combat Superiority,Passive; your Superiority Dice become d10s.,,,,,
fighter,battle_master,Fighter,Battle Master,15,Relentless,"Passive; once per turn when you use a maneuver, you can use a d8 in place of expending a Superiority Die.",,,,,
fighter,battle_master,Fighter,Battle Master,18,Ultimate Combat Superiority,Passive; your Superiority Dice become d12s.,,,,,
fighter,battle_master,Fighter,Battle Master,3,Combat Superiority,"You learn battle maneuvers fueled by Superiority Dice. Dice: 4d8 at level 3; you regain all expended dice when you finish a Short or Long Rest. Save DC for maneuvers that require one = 8 + your Proficiency Bonus + your Strength or Dexterity modifier (your choice when you gain this feature). You learn 3 maneuvers at level 3; you learn 2 more at level 7, 2 more at level 10, and 2 more at level 15.",,,,str_or_dex_choice,8_plus_pb_plus_ability_mod
fighter,battle_master,Fighter,Battle Master,3,Student of War,Passive; gain proficiency in one skill of your choice and proficiency with one set of artisan’s tools of your choice.,,,,,
fighter,battle_master,Fighter,Battle Master,7,Know Your Enemy,"Action; choose one creature you can see within 30 ft. You learn whether it has any damage resistances, damage immunities, or damage vulnerabilities (you learn the categories, not necessarily the full stat block). Uses: 1 per Long Rest; after you use it, you can use it again by expending 1 Superiority Die (no action required to ‘pay’ the die; still costs the Action to use the feature).",,,,,
fighter,champion,Fighter,Champion,10,Heroic Warrior,"Passive; at the start of each of your turns in combat, if you don’t have Heroic Inspiration, you gain it.",,,,,
fighter,champion,Fighter,Champion,15,Superior Critical,Passive; your weapon attacks and Unarmed Strikes score a critical hit on a d20 roll of 18–20.,,,,,
fighter,champion,Fighter,Champion,18,Survivor,"Passive; you have Advantage on death saving throws, and when you roll an 18–20 on a death saving throw it counts as a critical success (regain 1 HP).",,,,,
fighter,champion,Fighter,Champion,3,Improved Critical,Passive; your weapon attacks and Unarmed Strikes score a critical hit on a d20 roll of 19–20.,,,,,
fighter,champion,Fighter,Champion,7,Additional Fighting Style,Passive; you gain a second Fighting Style feat of your choice.,,,,,
fighter,champion,Fighter,Champion,7,Remarkable Athlete,"Passive; you have Advantage on Initiative rolls and Strength (Athletics) checks. Also, when you score a critical hit, you can move up to half your Speed without provoking Opportunity Attacks.",,,,,
fighter,core,Fighter,Core,1,Fighting Style,Passive; you gain a Fighting Style feat of your choice.,,,,,
fighter,core,Fighter,Core,1,Second Wind,"Bonus Action; regain HP = 1d10 + your Fighter level. Uses: 2 (Fighter levels 1–3), 3 (levels 4–9), 4 (levels 10–20). Regain 1 expended use when you finish a Short Rest; regain all uses when you finish a Long Rest.",,,,,
fighter,core,Fighter,Core,1,Weapon Mastery,"Passive; you can use the mastery properties of three kinds of Simple or Martial weapons you choose. Whenever you finish a Long Rest, you can change one of those chosen weapon kinds. Number of weapon kinds you can master: 3 (Fighter levels 1–3), 4 (levels 4–9), 5 (levels 10–15), 6 (levels 16–20).",,,,,
fighter,core,Fighter,Core,10,Second Wind Improvement,Passive; your number of Second Wind uses becomes 4 (and remains 4 through level 20).,,,,,
fighter,core,Fighter,Core,11,Two Extra Attacks,"Passive; when you take the Attack action on your turn, you can make three attacks instead of one.",,,,,
fighter,core,Fighter,Core,12,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
fighter,core,Fighter,Core,13,Studied Attacks,"Passive; if you make an attack roll against a creature and miss, you have Advantage on your next attack roll against that creature before the end of your next turn.",,,,,
fighter,core,Fighter,Core,14,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
fighter,core,Fighter,Core,16,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
fighter,core,Fighter,Core,17,Action Surge Improvement,"Passive; you can now use Action Surge twice between Short or Long Rests (but only once on the same turn). Also, your Indomitable uses become 3 per Long Rest.",,,,,
fighter,core,Fighter,Core,19,Epic Boon,Passive; you gain an Epic Boon feat (or another feat you qualify for).,,,,,
fighter,core,Fighter,Core,2,Action Surge,"No action (on your turn); take one additional Action, except the Magic action. Uses: 1 per Short or Long Rest; starting at Fighter 17 you can use it twice between rests (but only once on the same turn).",,,,,
fighter,core,Fighter,Core,2,Tactical Mind,"Trigger: you fail an ability check. Cost: you may expend 1 use of Second Wind (instead of healing). Effect: roll 1d10 and add it to the failed check, potentially turning failure into success. If the check still fails, the Second Wind use is not expended.",,,,,
fighter,core,Fighter,Core,20,Three Extra Attacks,"Passive; when you take the Attack action on your turn, you can make four attacks instead of one.",,,,,
fighter,core,Fighter,Core,3,Fighter Subclass,"Passive; you choose a Fighter subclass. You gain that subclass’s features at Fighter levels 3, 7, 10, 15, and 18.",,,,,
fighter,core,Fighter,Core,4,Ability Score Improvement,"Passive; you gain the Ability Score Improvement feat or another feat you qualify for. (You gain this feature again at Fighter levels 6, 8, 12, 14, and 16.)",,,,,
fighter,core,Fighter,Core,5,Extra Attack,"Passive; when you take the Attack action on your turn, you can make two attacks instead of one.",,,,,
fighter,core,Fighter,Core,5,Tactical Shift,"No extra action; whenever you activate Second Wind with a Bonus Action, you can move up to half your Speed immediately as part of the same Bonus Action, and this movement doesn’t provoke Opportunity Attacks.",,,,,
fighter,core,Fighter,Core,6,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
fighter,core,Fighter,Core,8,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
fighter,core,Fighter,Core,9,Indomitable,"Trigger (no action required); when you fail a saving throw, reroll it and add a bonus equal to your Fighter level. You must use the new roll. Uses: 1 per Long Rest at Fighter 9; 2 per Long Rest at Fighter 13; 3 per Long Rest at Fighter 17.",,,,,
fighter,core,Fighter,Core,9,Tactical Master,"Passive; when you make an attack with a weapon whose mastery property you can use, you can replace that weapon’s mastery property for that attack with Push, Sap, or Slow.",,,,,
fighter,eldritch_knight,Fighter,Eldritch Knight,10,Eldritch Strike,"Passive; when you hit a creature with a weapon attack, that creature has Disadvantage on the next saving throw it makes against a spell you cast before the end of your next turn.",,,,,
fighter,eldritch_knight,Fighter,Eldritch Knight,15,Arcane Charge,"No action; when you use Action Surge, you can teleport up to 30 ft to an unoccupied space you can see. You can teleport before or after the additional action.",,,,,
fighter,eldritch_knight,Fighter,Eldritch Knight,18,Improved War Magic,"Passive; when you take the Attack action on your turn, you can replace two of the attacks with a Wizard spell of 1st or 2nd level that has a casting time of 1 Action.",,,,,
fighter,eldritch_knight,Fighter,Eldritch Knight,3,Spellcasting,"You learn spells from the Wizard spell list and cast them using Intelligence (spell save DC and spell attack bonus). Cantrips: you learn 2 Wizard cantrips at level 3; when you gain a Fighter level, you can replace one known cantrip with another Wizard cantrip. You learn and prepare a limited number of Wizard spells as shown on the Eldritch Knight table.",,spellcasting,pb_plus_ability_mod,spellcasting,8_plus_pb_plus_ability_mod
fighter,eldritch_knight,Fighter,Eldritch Knight,3,War Bond,Ritual; bond with one weapon (you can have up to two bonded weapons). While bonded: you can’t be disarmed of that weapon unless you have the Incapacitated condition. Bonus Action: summon one bonded weapon to your hand if it is on the same plane. You can’t bond a weapon already bonded to another Fighter or attuned to another creature.,,,,,
fighter,eldritch_knight,Fighter,Eldritch Knight,7,War Magic,"Passive; when you take the Attack action on your turn, you can replace one of the attacks with a Wizard cantrip that has a casting time of 1 Action.",,,,,
fighter,psi_warrior,Fighter,Psi Warrior,10,Guarded Mind,"Passive; you have Resistance to Psychic damage. When you start your turn Charmed or Frightened, you can expend 1 Psionic Energy die to end one of those conditions on yourself.",,,,,
fighter,psi_warrior,Fighter,Psi Warrior,15,Bulwark of Force,"Bonus Action; choose creatures within 30 ft up to your Intelligence modifier (minimum 1). For 1 minute, they gain Half Cover (+2 bonus to AC and Dexterity saving throws). Uses: 1 per Long Rest unless you expend 1 Psionic Energy die to use it again.",,,,,
fighter,psi_warrior,Fighter,Psi Warrior,18,Telekinetic Master,"You always have Telekinesis prepared and can cast it once without expending a spell slot; regain the free cast on a Long Rest. When you cast it, you can also make one weapon attack as a Bonus Action on each of your turns for the spell’s duration.",,,,,
fighter,psi_warrior,Fighter,Psi Warrior,3,Psionic Power,"You gain Psionic Energy dice (d6s). Dice: 4 at level 3; you regain all expended dice on a Long Rest and regain 1 die when you finish a Short Rest. Save DC (if required) = 8 + your Proficiency Bonus + your Intelligence modifier. You learn the following options: Protective Field (Reaction; reduce damage to a creature within 30 ft by 1 Psionic Energy die + your Intelligence modifier), Psionic Strike (once per turn when you hit with a weapon attack, expend 1 die to deal extra Force damage equal to the die + your Intelligence modifier), and Telekinetic Movement (Action; move one object or willing creature within 30 ft up to 30 ft; once per Short or Long Rest unless you expend a die to use it again).",,,,int,8_plus_pb_plus_ability_mod
fighter,psi_warrior,Fighter,Psi Warrior,7,Telekinetic Adept,"You gain two additional Psionic Power options: Psi-Powered Leap (Bonus Action; gain a Fly Speed equal to twice your walking Speed until end of turn; once per Short or Long Rest unless you expend a die), and Telekinetic Thrust (when you deal Psionic Strike damage, target makes a Strength save or is knocked Prone or pushed up to 10 ft). Also, your Psionic Energy dice become d8s.",,,,,
monk,core,Monk,Core,1,Martial Arts,"Passive; while you are unarmed or wielding only Monk Weapons and you aren’t wearing armor or wielding a Shield: (1) Bonus Unarmed Strike—you can make an Unarmed Strike as a Bonus Action; (2) Martial Arts Die—you can roll 1d6 instead of the normal damage of your Unarmed Strike or Monk Weapons (die scales: d6 at Monk 1–4, d8 at 5–10, d10 at 11–16, d12 at 17–20); (3) Dexterous Attacks—you can use Dexterity for attack and damage rolls with Unarmed Strikes and Monk Weapons; and when you Grapple or Shove with an Unarmed Strike, you can use Dexterity to set the save DC. Monk Weapons: Simple melee weapons, and Martial melee weapons with the Light property.",,,,,
monk,core,Monk,Core,1,Unarmored Defense,"Passive; while you aren’t wearing armor or wielding a Shield, your base AC equals 10 + your Dexterity modifier + your Wisdom modifier.",,,,,
monk,core,Monk,Core,10,Heightened Focus,"Passive upgrades to Monk’s Focus options: Flurry of Blows—spend 1 FP to make 3 Unarmed Strikes (instead of 2). Patient Defense—when you spend 1 FP for Disengage + Dodge, also gain Temporary HP equal to 2 rolls of your Martial Arts die. Step of the Wind—when you spend 1 FP for Dash + Disengage, you can also choose a willing Large-or-smaller creature within 5 ft and move it with you until end of turn; that creature’s movement doesn’t provoke Opportunity Attacks.",,,,,
monk,core,Monk,Core,10,Self-Restoration,"Passive; at the end of each of your turns, you can remove one of these conditions from yourself: Charmed, Frightened, or Poisoned. Also, forgoing food and drink doesn’t give you levels of Exhaustion.",,,,,
monk,core,Monk,Core,12,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
monk,core,Monk,Core,13,Deflect Energy,"Passive; you can now use Deflect Attacks against attacks that deal any damage type (not just Bludgeoning, Piercing, or Slashing).",,,,,
monk,core,Monk,Core,14,Disciplined Survivor,"Passive; you gain proficiency in all saving throws. Also, when you fail a saving throw, you can spend 1 Focus Point to reroll it (you must use the new roll).",,,,,
monk,core,Monk,Core,15,Perfect Focus,"Trigger: when you roll Initiative and you don’t use Uncanny Metabolism. Effect: regain expended Focus Points until you have 4, but only if you had 3 or fewer at the moment Initiative was rolled.",,,,,
monk,core,Monk,Core,16,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
monk,core,Monk,Core,18,Superior Defense,"At the start of your turn, you can spend 3 Focus Points to gain Resistance to all damage except Force for 1 minute (ends early if you have the Incapacitated condition).",,,,,
monk,core,Monk,Core,19,Epic Boon,Passive; you gain an Epic Boon feat (or another feat you qualify for).,,,,,
monk,core,Monk,Core,2,Monk’s Focus,"You gain Focus Points (FP) as shown on the Monk class table; you regain all expended FP when you finish a Short or Long Rest. You can spend FP to fuel: Flurry of Blows (1 FP; Bonus Action; make 2 Unarmed Strikes), Patient Defense (Bonus Action; Disengage; or 1 FP to Disengage + Dodge as the same Bonus Action), and Step of the Wind (Bonus Action; Dash; or 1 FP to Dash + Disengage as the same Bonus Action and your jump distance is doubled for the turn). Saving throw DC for Monk features = 8 + your Wisdom modifier + Proficiency Bonus.",,,,wis,8_plus_pb_plus_ability_mod
monk,core,Monk,Core,2,Unarmored Movement,"Passive; while you aren’t wearing armor or wielding a Shield, your Speed increases by 10 feet (bonus increases by level per the class table).",,,,,
monk,core,Monk,Core,2,Uncanny Metabolism,"Trigger: when you roll Initiative. Effect: regain all expended Focus Points, then roll your Martial Arts die and regain HP equal to your Monk level + the die roll. Uses: 1 per Long Rest.",,,,,
monk,core,Monk,Core,20,Body and Mind,"Passive; your Dexterity and Wisdom scores each increase by 4, to a maximum of 25.",,,,,
monk,core,Monk,Core,3,Deflect Attacks,"Reaction; trigger: an attack roll hits you and its damage includes Bludgeoning, Piercing, or Slashing. Reduce the attack’s total damage against you by 1d10 + your Dexterity modifier + your Monk level. If you reduce the damage to 0, you can spend 1 Focus Point to redirect force: choose a creature you can see within 5 ft of you (if the attack was melee) or within 60 ft of you that isn’t behind Total Cover (if the attack was ranged). That creature makes a Dexterity save vs your Monk save DC or takes damage equal to 2 rolls of your Martial Arts die + your Dexterity modifier; damage type matches the triggering attack.",,,,wis,8_plus_pb_plus_ability_mod
monk,core,Monk,Core,3,Monk Subclass,"Passive; choose a Monk subclass. You gain its features at Monk levels 3, 6, 11, and 17 (as listed by the subclass).",,,,,
monk,core,Monk,Core,4,Ability Score Improvement,"Passive; you gain the Ability Score Improvement feat or another feat you qualify for. You gain this feature again at Monk levels 8, 12, and 16.",,,,,
monk,core,Monk,Core,4,Slow Fall,Reaction; trigger: you fall. Reduce falling damage you take by 5 × your Monk level.,,,,,
monk,core,Monk,Core,5,Extra Attack,"Passive; when you take the Attack action on your turn, you can make two attacks instead of one.",,,,,
monk,core,Monk,Core,5,Stunning Strike,"Once per turn when you hit a creature with a Monk weapon or an Unarmed Strike, you can spend 1 Focus Point to attempt to stun it. The target makes a Constitution saving throw vs your Monk save DC. On a failed save: it has the Stunned condition until the start of your next turn. On a successful save: its Speed is halved until the start of your next turn, and the next attack roll made against it before then has Advantage.",,,,wis,8_plus_pb_plus_ability_mod
monk,core,Monk,Core,6,Empowered Strikes,"Passive; whenever you deal damage with your Unarmed Strike, you can make it deal Force damage instead of its normal damage type.",,,,,
monk,core,Monk,Core,7,Evasion,"Passive; when an effect lets you make a Dexterity saving throw to take only half damage, you instead take no damage on a success and half damage on a failure. You don’t benefit from this feature if you have the Incapacitated condition.",,,,,
monk,core,Monk,Core,8,Ability Score Improvement,Passive; you gain the Ability Score Improvement feat or another feat you qualify for.,,,,,
monk,core,Monk,Core,9,Acrobatic Movement,"Passive; while you aren’t wearing armor or wielding a Shield, you can move along vertical surfaces and across liquids on your turn without falling during the movement.",,,,,
monk,warrior_of_mercy,Monk,Warrior of Mercy,11,Flurry of Healing and Harm,"When you use Flurry of Blows, you can replace each of the Unarmed Strikes with a use of Hand of Healing without spending additional Focus Points. Also, when you use Hand of Harm, you can deal extra Necrotic damage equal to two rolls of your Martial Arts die instead of one.",,,,,
monk,warrior_of_mercy,Monk,Warrior of Mercy,17,Hand of Ultimate Mercy,"Action; you can touch a creature that died within the last 24 hours and expend 5 Focus Points to restore it to life with HP equal to 4 rolls of your Martial Arts die + your Wisdom modifier. Once you use this feature, you can’t use it again until you finish a Long Rest.",,,,,
monk,warrior_of_mercy,Monk,Warrior of Mercy,3,Hand of Harm,"Once per turn when you hit a creature with an Unarmed Strike, you can deal extra Necrotic damage equal to one roll of your Martial Arts die + your Wisdom modifier.",,,,,
monk,warrior_of_mercy,Monk,Warrior of Mercy,3,Hand of Healing,"When you use Flurry of Blows, you can replace one of the Unarmed Strikes with a healing touch. A creature you touch regains HP equal to one roll of your Martial Arts die + your Wisdom modifier.",,,,,
monk,warrior_of_mercy,Monk,Warrior of Mercy,3,Implements of Mercy,"You gain proficiency in Insight and Medicine, and proficiency with the Herbalism Kit.",,,,,
monk,warrior_of_mercy,Monk,Warrior of Mercy,6,Physician’s Touch,"When you use Hand of Healing on a creature, you can also end one disease or one of the following conditions affecting it: Blinded, Deafened, Paralyzed, Poisoned, or Stunned. When you use Hand of Harm, the target also has the Poisoned condition until the end of your next turn.",,,,,
monk,warrior_of_shadow,Monk,Warrior of Shadow,11,Improved Shadow Step,"When you use Shadow Step, you can spend 1 Focus Point to ignore the requirement that you must start and end in Dim Light or Darkness for that use. As part of this Bonus Action, you can make an Unarmed Strike immediately after you teleport.",,,,,
